price,artist,cardFinish,colorIdentity,colors,edhrecRank,edhrecSaltiness,gameAvailability,isReprint,layout,manaCost,manaValue,name,number,originalType,power,priceProvider,providerListing,rarity,setCode,supertypes,toughness,type,types,uuid
0.16,356,2,30,30,3323.0,0.1,1,0,4,287,2.0,32,116,488,6,3,0,2,65,0,5,397,2,86cb7e5f-7042-5134-9ed9-57cd3af38f20
0.86,356,1,30,30,3323.0,0.1,1,0,4,287,2.0,32,116,488,6,3,0,2,65,0,5,397,2,86cb7e5f-7042-5134-9ed9-57cd3af38f20
0.04,356,2,30,30,3323.0,0.1,1,0,4,287,2.0,32,116,488,6,1,1,2,65,0,5,397,2,86cb7e5f-7042-5134-9ed9-57cd3af38f20
0.08,356,1,30,30,3323.0,0.1,1,0,4,287,2.0,32,116,488,6,1,1,2,65,0,5,397,2,86cb7e5f-7042-5134-9ed9-57cd3af38f20
0.49,356,2,30,30,3323.0,0.1,1,0,4,287,2.0,32,116,488,6,1,0,2,65,0,5,397,2,86cb7e5f-7042-5134-9ed9-57cd3af38f20
0.49,356,1,30,30,3323.0,0.1,1,0,4,287,2.0,32,116,488,6,1,0,2,65,0,5,397,2,86cb7e5f-7042-5134-9ed9-57cd3af38f20
0.35,356,2,30,30,3323.0,0.1,1,0,4,287,2.0,32,116,488,6,2,0,2,65,0,5,397,2,86cb7e5f-7042-5134-9ed9-57cd3af38f20
0.3,132,2,23,23,2268.0,0.79,0,0,4,161,6.0,240,135,217,9,0,0,1,65,0,10,107,2,c9da5048-60d4-5507-a462-5555c3b59466
0.86,132,1,23,23,2268.0,0.79,0,0,4,161,6.0,240,135,217,9,0,0,1,65,0,10,107,2,c9da5048-60d4-5507-a462-5555c3b59466
0.02,306,2,0,0,1516.0,0.5,0,0,4,98,5.0,1051,27,539,8,0,0,2,65,0,9,447,2,e93dd219-9064-5f86-8028-a965fc759074
0.73,306,1,0,0,1516.0,0.5,0,0,4,98,5.0,1051,27,539,8,0,0,2,65,0,9,447,2,e93dd219-9064-5f86-8028-a965fc759074
4.8,306,2,0,0,1516.0,0.5,1,0,4,98,5.0,1051,27,539,8,3,0,2,65,0,9,447,2,e93dd219-9064-5f86-8028-a965fc759074
4.8,306,2,0,0,1516.0,0.5,1,0,4,98,5.0,1051,27,539,8,1,1,2,65,0,9,447,2,e93dd219-9064-5f86-8028-a965fc759074
5.58,306,2,0,0,1516.0,0.5,1,0,4,98,5.0,1051,27,539,8,2,0,2,65,0,9,447,2,e93dd219-9064-5f86-8028-a965fc759074
0.02,72,2,29,29,4839.0,0.22,0,0,4,141,5.0,242,137,217,9,0,0,1,65,0,7,107,2,db22b048-ecbd-5498-b187-b0ea184f9cdb
0.54,72,1,29,29,4839.0,0.22,0,0,4,141,5.0,242,137,217,9,0,0,1,65,0,7,107,2,db22b048-ecbd-5498-b187-b0ea184f9cdb
0.53,72,2,29,29,4839.0,0.22,1,0,4,141,5.0,242,137,217,9,3,0,1,65,0,7,107,2,db22b048-ecbd-5498-b187-b0ea184f9cdb
7.27,72,1,29,29,4839.0,0.22,1,0,4,141,5.0,242,137,217,9,3,0,1,65,0,7,107,2,db22b048-ecbd-5498-b187-b0ea184f9cdb
0.52,72,2,29,29,4839.0,0.22,1,0,4,141,5.0,242,137,217,9,1,1,1,65,0,7,107,2,db22b048-ecbd-5498-b187-b0ea184f9cdb
4.0,72,1,29,29,4839.0,0.22,1,0,4,141,5.0,242,137,217,9,1,1,1,65,0,7,107,2,db22b048-ecbd-5498-b187-b0ea184f9cdb
1.29,72,2,29,29,4839.0,0.22,1,0,4,141,5.0,242,137,217,9,1,0,1,65,0,7,107,2,db22b048-ecbd-5498-b187-b0ea184f9cdb
0.7,72,2,29,29,4839.0,0.22,1,0,4,141,5.0,242,137,217,9,2,0,1,65,0,7,107,2,db22b048-ecbd-5498-b187-b0ea184f9cdb
0.02,184,2,9,9,7069.0,0.18,0,0,4,154,6.0,241,136,217,10,0,0,1,65,0,8,107,2,7c4369ad-9aa4-50c1-83b1-008ebc730658
0.77,184,1,9,9,7069.0,0.18,0,0,4,154,6.0,241,136,217,10,0,0,1,65,0,8,107,2,7c4369ad-9aa4-50c1-83b1-008ebc730658
3.45,184,2,9,9,7069.0,0.18,1,0,4,154,6.0,241,136,217,10,3,0,1,65,0,8,107,2,7c4369ad-9aa4-50c1-83b1-008ebc730658
3.0,184,2,9,9,7069.0,0.18,1,0,4,154,6.0,241,136,217,10,1,1,1,65,0,8,107,2,7c4369ad-9aa4-50c1-83b1-008ebc730658
6.99,184,2,9,9,7069.0,0.18,1,0,4,154,6.0,241,136,217,10,1,0,1,65,0,8,107,2,7c4369ad-9aa4-50c1-83b1-008ebc730658
4.08,184,2,9,9,7069.0,0.18,1,0,4,154,6.0,241,136,217,10,2,0,1,65,0,8,107,2,7c4369ad-9aa4-50c1-83b1-008ebc730658
0.35,96,2,24,24,14706.0,0.15,0,1,4,22,3.0,1095,74,352,6,0,0,1,168,0,5,246,2,3a440f87-59f0-5d0d-bca9-e12ba0ca40a1
0.55,96,1,24,24,14706.0,0.15,0,1,4,22,3.0,1095,74,352,6,0,0,1,168,0,5,246,2,3a440f87-59f0-5d0d-bca9-e12ba0ca40a1
0.02,290,2,15,15,17562.0,0.08,0,1,4,139,5.0,1014,128,122,7,0,0,2,168,0,6,332,2,b360a8aa-c8a5-52be-a3ca-bbe010811860
0.07,290,1,15,15,17562.0,0.08,0,1,4,139,5.0,1014,128,122,7,0,0,2,168,0,6,332,2,b360a8aa-c8a5-52be-a3ca-bbe010811860
0.02,351,2,1,1,14016.0,0.2,0,1,4,50,4.0,1252,132,364,7,0,0,2,168,0,6,258,2,1dd4d024-99bf-596c-9cf3-505c935323c5
0.32,351,1,1,1,14016.0,0.2,0,1,4,50,4.0,1252,132,364,7,0,0,2,168,0,6,258,2,1dd4d024-99bf-596c-9cf3-505c935323c5
0.66,351,2,4,4,6410.0,1.06,0,1,4,286,5.0,1076,129,468,11,0,0,1,168,0,10,374,2,d8dd64e8-a030-554f-bb4b-0634e60dc83d
4.95,351,1,4,4,6410.0,1.06,0,1,4,286,5.0,1076,129,468,11,0,0,1,168,0,10,374,2,d8dd64e8-a030-554f-bb4b-0634e60dc83d
0.02,104,2,16,16,11902.0,0.07,0,1,4,13,3.0,740,94,171,6,0,0,2,168,0,6,62,2,ab78176f-b744-5fb7-9259-aa084e0c4de1
0.24,104,1,16,16,11902.0,0.07,0,1,4,13,3.0,740,94,171,6,0,0,2,168,0,6,62,2,ab78176f-b744-5fb7-9259-aa084e0c4de1
0.02,4,2,4,4,10370.0,0.08,0,1,4,286,5.0,450,91,220,9,0,0,2,120,0,8,110,2,fa018623-103d-50c4-b2c3-2b1baedc1b6e
0.03,4,1,4,4,10370.0,0.08,0,1,4,286,5.0,450,91,220,9,0,0,2,120,0,8,110,2,fa018623-103d-50c4-b2c3-2b1baedc1b6e
2.11,4,2,4,4,10370.0,0.08,1,1,4,286,5.0,450,91,220,9,3,0,2,120,0,8,110,2,fa018623-103d-50c4-b2c3-2b1baedc1b6e
4.2,4,1,4,4,10370.0,0.08,1,1,4,286,5.0,450,91,220,9,3,0,2,120,0,8,110,2,fa018623-103d-50c4-b2c3-2b1baedc1b6e
0.25,4,2,4,4,10370.0,0.08,1,1,4,286,5.0,450,91,220,9,1,1,2,120,0,8,110,2,fa018623-103d-50c4-b2c3-2b1baedc1b6e
3.0,4,1,4,4,10370.0,0.08,1,1,4,286,5.0,450,91,220,9,1,1,2,120,0,8,110,2,fa018623-103d-50c4-b2c3-2b1baedc1b6e
0.99,4,2,4,4,10370.0,0.08,1,1,4,286,5.0,450,91,220,9,1,0,2,120,0,8,110,2,fa018623-103d-50c4-b2c3-2b1baedc1b6e
5.99,4,1,4,4,10370.0,0.08,1,1,4,286,5.0,450,91,220,9,1,0,2,120,0,8,110,2,fa018623-103d-50c4-b2c3-2b1baedc1b6e
1.02,4,2,4,4,10370.0,0.08,1,1,4,286,5.0,450,91,220,9,2,0,2,120,0,8,110,2,fa018623-103d-50c4-b2c3-2b1baedc1b6e
0.06,168,2,30,30,484.0,1.84,0,1,4,215,7.0,264,71,455,8,0,0,1,120,0,10,352,2,c2d2179d-50a0-53e9-ae54-f17bb537ebde
0.84,168,1,30,30,484.0,1.84,0,1,4,215,7.0,264,71,455,8,0,0,1,120,0,10,352,2,c2d2179d-50a0-53e9-ae54-f17bb537ebde
0.08,378,2,24,24,802.0,1.29,0,1,4,68,5.0,586,28,289,6,0,0,1,120,0,5,181,2,113656ea-6be0-5717-8c4a-9910fcb8d053
0.89,378,1,24,24,802.0,1.29,0,1,4,68,5.0,586,28,289,6,0,0,1,120,0,5,181,2,113656ea-6be0-5717-8c4a-9910fcb8d053
4.0,378,2,24,24,802.0,1.29,1,1,4,68,5.0,586,28,289,6,1,1,1,120,0,5,181,2,113656ea-6be0-5717-8c4a-9910fcb8d053
0.37,419,2,28,28,5929.0,0.36,0,1,4,32,3.0,1246,575,260,7,0,0,1,120,0,2,150,2,70083909-8e28-51b1-8239-ff84fddb0c7b
0.89,419,1,28,28,5929.0,0.36,0,1,4,32,3.0,1246,575,260,7,0,0,1,120,0,2,150,2,70083909-8e28-51b1-8239-ff84fddb0c7b
4.01,419,2,28,28,5929.0,0.36,1,1,4,32,3.0,1246,575,260,7,3,0,1,120,0,2,150,2,70083909-8e28-51b1-8239-ff84fddb0c7b
6.99,419,1,28,28,5929.0,0.36,1,1,4,32,3.0,1246,575,260,7,3,0,1,120,0,2,150,2,70083909-8e28-51b1-8239-ff84fddb0c7b
1.8,419,2,28,28,5929.0,0.36,1,1,4,32,3.0,1246,575,260,7,1,1,1,120,0,2,150,2,70083909-8e28-51b1-8239-ff84fddb0c7b
3.0,419,1,28,28,5929.0,0.36,1,1,4,32,3.0,1246,575,260,7,1,1,1,120,0,2,150,2,70083909-8e28-51b1-8239-ff84fddb0c7b
5.99,419,1,28,28,5929.0,0.36,1,1,4,32,3.0,1246,575,260,7,1,0,1,120,0,2,150,2,70083909-8e28-51b1-8239-ff84fddb0c7b
4.23,419,2,28,28,5929.0,0.36,1,1,4,32,3.0,1246,575,260,7,2,0,1,120,0,2,150,2,70083909-8e28-51b1-8239-ff84fddb0c7b
0.02,156,2,15,15,15823.0,0.14,0,1,4,289,4.0,360,89,483,8,0,0,2,120,0,7,392,2,c94b673d-0737-5ec6-8c7a-a112cf47d8ef
0.02,156,1,15,15,15823.0,0.14,0,1,4,289,4.0,360,89,483,8,0,0,2,120,0,7,392,2,c94b673d-0737-5ec6-8c7a-a112cf47d8ef
0.25,156,2,15,15,15823.0,0.14,1,1,4,289,4.0,360,89,483,8,3,0,2,120,0,7,392,2,c94b673d-0737-5ec6-8c7a-a112cf47d8ef
1.15,156,1,15,15,15823.0,0.14,1,1,4,289,4.0,360,89,483,8,3,0,2,120,0,7,392,2,c94b673d-0737-5ec6-8c7a-a112cf47d8ef
0.04,156,2,15,15,15823.0,0.14,1,1,4,289,4.0,360,89,483,8,1,1,2,120,0,7,392,2,c94b673d-0737-5ec6-8c7a-a112cf47d8ef
0.16,156,1,15,15,15823.0,0.14,1,1,4,289,4.0,360,89,483,8,1,1,2,120,0,7,392,2,c94b673d-0737-5ec6-8c7a-a112cf47d8ef
0.49,156,2,15,15,15823.0,0.14,1,1,4,289,4.0,360,89,483,8,1,0,2,120,0,7,392,2,c94b673d-0737-5ec6-8c7a-a112cf47d8ef
0.79,156,1,15,15,15823.0,0.14,1,1,4,289,4.0,360,89,483,8,1,0,2,120,0,7,392,2,c94b673d-0737-5ec6-8c7a-a112cf47d8ef
0.45,156,2,15,15,15823.0,0.14,1,1,4,289,4.0,360,89,483,8,2,0,2,120,0,7,392,2,c94b673d-0737-5ec6-8c7a-a112cf47d8ef
0.03,391,2,25,25,1771.0,0.74,0,1,4,83,6.0,813,96,206,8,0,0,2,120,0,7,95,2,1a1fa698-2bff-54f2-824e-8d58bbf424b7
0.03,391,1,25,25,1771.0,0.74,0,1,4,83,6.0,813,96,206,8,0,0,2,120,0,7,95,2,1a1fa698-2bff-54f2-824e-8d58bbf424b7
0.77,391,2,25,25,1771.0,0.74,1,1,4,83,6.0,813,96,206,8,3,0,2,120,0,7,95,2,1a1fa698-2bff-54f2-824e-8d58bbf424b7
2.1,391,1,25,25,1771.0,0.74,1,1,4,83,6.0,813,96,206,8,3,0,2,120,0,7,95,2,1a1fa698-2bff-54f2-824e-8d58bbf424b7
0.33,391,2,25,25,1771.0,0.74,1,1,4,83,6.0,813,96,206,8,1,1,2,120,0,7,95,2,1a1fa698-2bff-54f2-824e-8d58bbf424b7
1.58,391,1,25,25,1771.0,0.74,1,1,4,83,6.0,813,96,206,8,1,1,2,120,0,7,95,2,1a1fa698-2bff-54f2-824e-8d58bbf424b7
1.29,391,2,25,25,1771.0,0.74,1,1,4,83,6.0,813,96,206,8,1,0,2,120,0,7,95,2,1a1fa698-2bff-54f2-824e-8d58bbf424b7
4.49,391,1,25,25,1771.0,0.74,1,1,4,83,6.0,813,96,206,8,1,0,2,120,0,7,95,2,1a1fa698-2bff-54f2-824e-8d58bbf424b7
0.92,391,2,25,25,1771.0,0.74,1,1,4,83,6.0,813,96,206,8,2,0,2,120,0,7,95,2,1a1fa698-2bff-54f2-824e-8d58bbf424b7
0.02,276,2,0,0,2967.0,0.14,0,1,4,148,5.0,279,639,367,6,0,0,2,120,0,5,261,2,88b7525c-7dd0-5c76-9769-30e896db9cbe
0.03,276,1,0,0,2967.0,0.14,0,1,4,148,5.0,279,639,367,6,0,0,2,120,0,5,261,2,88b7525c-7dd0-5c76-9769-30e896db9cbe
0.39,276,2,0,0,2967.0,0.14,1,1,4,148,5.0,279,639,367,6,3,0,2,120,0,5,261,2,88b7525c-7dd0-5c76-9769-30e896db9cbe
2.66,276,1,0,0,2967.0,0.14,1,1,4,148,5.0,279,639,367,6,3,0,2,120,0,5,261,2,88b7525c-7dd0-5c76-9769-30e896db9cbe
0.08,276,2,0,0,2967.0,0.14,1,1,4,148,5.0,279,639,367,6,1,1,2,120,0,5,261,2,88b7525c-7dd0-5c76-9769-30e896db9cbe
0.9,276,1,0,0,2967.0,0.14,1,1,4,148,5.0,279,639,367,6,1,1,2,120,0,5,261,2,88b7525c-7dd0-5c76-9769-30e896db9cbe
0.59,276,2,0,0,2967.0,0.14,1,1,4,148,5.0,279,639,367,6,1,0,2,120,0,5,261,2,88b7525c-7dd0-5c76-9769-30e896db9cbe
2.99,276,1,0,0,2967.0,0.14,1,1,4,148,5.0,279,639,367,6,1,0,2,120,0,5,261,2,88b7525c-7dd0-5c76-9769-30e896db9cbe
0.73,276,2,0,0,2967.0,0.14,1,1,4,148,5.0,279,639,367,6,2,0,2,120,0,5,261,2,88b7525c-7dd0-5c76-9769-30e896db9cbe
0.02,76,2,30,30,18768.0,0.3,0,0,4,144,5.0,446,105,358,8,0,0,2,138,0,7,252,2,6f67ad7c-b19d-5169-9302-d9de89e5e0f6
0.02,76,1,30,30,18768.0,0.3,0,0,4,144,5.0,446,105,358,8,0,0,2,138,0,7,252,2,6f67ad7c-b19d-5169-9302-d9de89e5e0f6
0.13,76,2,30,30,18768.0,0.3,1,0,4,144,5.0,446,105,358,8,3,0,2,138,0,7,252,2,6f67ad7c-b19d-5169-9302-d9de89e5e0f6
0.21,76,1,30,30,18768.0,0.3,1,0,4,144,5.0,446,105,358,8,3,0,2,138,0,7,252,2,6f67ad7c-b19d-5169-9302-d9de89e5e0f6
0.49,76,2,30,30,18768.0,0.3,1,0,4,144,5.0,446,105,358,8,1,0,2,138,0,7,252,2,6f67ad7c-b19d-5169-9302-d9de89e5e0f6
0.49,76,1,30,30,18768.0,0.3,1,0,4,144,5.0,446,105,358,8,1,0,2,138,0,7,252,2,6f67ad7c-b19d-5169-9302-d9de89e5e0f6
0.28,76,2,30,30,18768.0,0.3,1,0,4,144,5.0,446,105,358,8,2,0,2,138,0,7,252,2,6f67ad7c-b19d-5169-9302-d9de89e5e0f6
0.02,215,2,16,16,2575.0,0.21,0,0,4,55,4.0,254,85,251,7,0,0,2,138,0,7,141,2,13dcfb8b-ff31-5b4a-b395-2653b3fc2637
0.02,215,1,16,16,2575.0,0.21,0,0,4,55,4.0,254,85,251,7,0,0,2,138,0,7,141,2,13dcfb8b-ff31-5b4a-b395-2653b3fc2637
0.9,215,2,16,16,2575.0,0.21,1,0,4,55,4.0,254,85,251,7,3,0,2,138,0,7,141,2,13dcfb8b-ff31-5b4a-b395-2653b3fc2637
2.2,215,1,16,16,2575.0,0.21,1,0,4,55,4.0,254,85,251,7,3,0,2,138,0,7,141,2,13dcfb8b-ff31-5b4a-b395-2653b3fc2637
0.75,215,1,16,16,2575.0,0.21,1,0,4,55,4.0,254,85,251,7,1,1,2,138,0,7,141,2,13dcfb8b-ff31-5b4a-b395-2653b3fc2637
0.97,215,2,16,16,2575.0,0.21,1,0,4,55,4.0,254,85,251,7,2,0,2,138,0,7,141,2,13dcfb8b-ff31-5b4a-b395-2653b3fc2637
0.02,187,2,0,0,5591.0,0.23,0,0,4,149,6.0,608,6,180,10,0,0,2,138,0,9,69,2,b91b94e5-ca87-5137-8e50-b40782695b3e
0.02,187,1,0,0,5591.0,0.23,0,0,4,149,6.0,608,6,180,10,0,0,2,138,0,9,69,2,b91b94e5-ca87-5137-8e50-b40782695b3e
0.24,187,2,0,0,5591.0,0.23,1,0,4,149,6.0,608,6,180,10,3,0,2,138,0,9,69,2,b91b94e5-ca87-5137-8e50-b40782695b3e
0.52,187,1,0,0,5591.0,0.23,1,0,4,149,6.0,608,6,180,10,3,0,2,138,0,9,69,2,b91b94e5-ca87-5137-8e50-b40782695b3e
0.05,187,2,0,0,5591.0,0.23,1,0,4,149,6.0,608,6,180,10,1,1,2,138,0,9,69,2,b91b94e5-ca87-5137-8e50-b40782695b3e
0.15,187,1,0,0,5591.0,0.23,1,0,4,149,6.0,608,6,180,10,1,1,2,138,0,9,69,2,b91b94e5-ca87-5137-8e50-b40782695b3e
0.49,187,2,0,0,5591.0,0.23,1,0,4,149,6.0,608,6,180,10,1,0,2,138,0,9,69,2,b91b94e5-ca87-5137-8e50-b40782695b3e
0.99,187,1,0,0,5591.0,0.23,1,0,4,149,6.0,608,6,180,10,1,0,2,138,0,9,69,2,b91b94e5-ca87-5137-8e50-b40782695b3e
0.37,187,2,0,0,5591.0,0.23,1,0,4,149,6.0,608,6,180,10,2,0,2,138,0,9,69,2,b91b94e5-ca87-5137-8e50-b40782695b3e
0.02,419,2,30,30,8268.0,0.27,0,0,5,279,1.0,631,149,358,6,0,0,1,138,0,2,252,2,afb65926-e03d-53dc-ba00-2370bfe260a1
0.84,419,1,30,30,8268.0,0.27,0,0,5,279,1.0,631,149,358,6,0,0,1,138,0,2,252,2,afb65926-e03d-53dc-ba00-2370bfe260a1
1.41,419,2,30,30,8268.0,0.27,1,0,5,279,1.0,631,149,358,6,3,0,1,138,0,2,252,2,afb65926-e03d-53dc-ba00-2370bfe260a1
1.3,419,2,30,30,8268.0,0.27,1,0,5,279,1.0,631,149,358,6,1,1,1,138,0,2,252,2,afb65926-e03d-53dc-ba00-2370bfe260a1
4.5,419,1,30,30,8268.0,0.27,1,0,5,279,1.0,631,149,358,6,1,1,1,138,0,2,252,2,afb65926-e03d-53dc-ba00-2370bfe260a1
3.49,419,2,30,30,8268.0,0.27,1,0,5,279,1.0,631,149,358,6,1,0,1,138,0,2,252,2,afb65926-e03d-53dc-ba00-2370bfe260a1
2.3,419,2,30,30,8268.0,0.27,1,0,5,279,1.0,631,149,358,6,2,0,1,138,0,2,252,2,afb65926-e03d-53dc-ba00-2370bfe260a1
0.74,184,2,28,28,5028.0,0.43,0,0,5,26,2.0,487,537,367,1,0,0,1,138,0,5,261,2,d3c62c41-549f-50f1-bc7c-7613df49367c
1.7,184,1,28,28,5028.0,0.43,0,0,5,26,2.0,487,537,367,1,0,0,1,138,0,5,261,2,d3c62c41-549f-50f1-bc7c-7613df49367c
5.58,184,2,28,28,5028.0,0.43,1,0,5,26,2.0,487,537,367,1,3,0,1,138,0,5,261,2,d3c62c41-549f-50f1-bc7c-7613df49367c
4.0,184,2,28,28,5028.0,0.43,1,0,5,26,2.0,487,537,367,1,1,1,1,138,0,5,261,2,d3c62c41-549f-50f1-bc7c-7613df49367c
6.51,184,2,28,28,5028.0,0.43,1,0,5,26,2.0,487,537,367,1,2,0,1,138,0,5,261,2,d3c62c41-549f-50f1-bc7c-7613df49367c
0.02,345,2,28,28,15800.0,0.16,0,0,4,210,7.0,26,366,477,9,0,0,2,138,0,8,386,2,4dee4663-2ccd-5e6c-8d09-74b726528901
0.26,345,1,28,28,15800.0,0.16,0,0,4,210,7.0,26,366,477,9,0,0,2,138,0,8,386,2,4dee4663-2ccd-5e6c-8d09-74b726528901
0.11,345,2,28,28,15800.0,0.16,1,0,4,210,7.0,26,366,477,9,3,0,2,138,0,8,386,2,4dee4663-2ccd-5e6c-8d09-74b726528901
0.35,345,1,28,28,15800.0,0.16,1,0,4,210,7.0,26,366,477,9,3,0,2,138,0,8,386,2,4dee4663-2ccd-5e6c-8d09-74b726528901
0.49,345,2,28,28,15800.0,0.16,1,0,4,210,7.0,26,366,477,9,1,0,2,138,0,8,386,2,4dee4663-2ccd-5e6c-8d09-74b726528901
0.49,345,1,28,28,15800.0,0.16,1,0,4,210,7.0,26,366,477,9,1,0,2,138,0,8,386,2,4dee4663-2ccd-5e6c-8d09-74b726528901
0.33,345,2,28,28,15800.0,0.16,1,0,4,210,7.0,26,366,477,9,2,0,2,138,0,8,386,2,4dee4663-2ccd-5e6c-8d09-74b726528901
0.02,243,2,0,0,2960.0,0.24,0,0,5,4,3.0,653,8,328,6,0,0,1,138,0,6,222,2,63ea84ce-bca0-5eb0-861d-b82e2aaf92de
0.82,243,1,0,0,2960.0,0.24,0,0,5,4,3.0,653,8,328,6,0,0,1,138,0,6,222,2,63ea84ce-bca0-5eb0-861d-b82e2aaf92de
3.3,243,2,0,0,2960.0,0.24,1,0,5,4,3.0,653,8,328,6,3,0,1,138,0,6,222,2,63ea84ce-bca0-5eb0-861d-b82e2aaf92de
2.8,243,2,0,0,2960.0,0.24,1,0,5,4,3.0,653,8,328,6,1,1,1,138,0,6,222,2,63ea84ce-bca0-5eb0-861d-b82e2aaf92de
6.49,243,2,0,0,2960.0,0.24,1,0,5,4,3.0,653,8,328,6,1,0,1,138,0,6,222,2,63ea84ce-bca0-5eb0-861d-b82e2aaf92de
3.67,243,2,0,0,2960.0,0.24,1,0,5,4,3.0,653,8,328,6,2,0,1,138,0,6,222,2,63ea84ce-bca0-5eb0-861d-b82e2aaf92de
0.02,132,2,24,24,6808.0,0.09,0,0,5,22,3.0,188,43,357,6,0,0,1,138,0,5,251,2,86f3ab5a-ab07-57c5-9388-f04eabdfdaf1
0.63,132,1,24,24,6808.0,0.09,0,0,5,22,3.0,188,43,357,6,0,0,1,138,0,5,251,2,86f3ab5a-ab07-57c5-9388-f04eabdfdaf1
1.63,132,2,24,24,6808.0,0.09,1,0,5,22,3.0,188,43,357,6,3,0,1,138,0,5,251,2,86f3ab5a-ab07-57c5-9388-f04eabdfdaf1
6.67,132,1,24,24,6808.0,0.09,1,0,5,22,3.0,188,43,357,6,3,0,1,138,0,5,251,2,86f3ab5a-ab07-57c5-9388-f04eabdfdaf1
0.85,132,2,24,24,6808.0,0.09,1,0,5,22,3.0,188,43,357,6,1,1,1,138,0,5,251,2,86f3ab5a-ab07-57c5-9388-f04eabdfdaf1
2.49,132,2,24,24,6808.0,0.09,1,0,5,22,3.0,188,43,357,6,1,0,1,138,0,5,251,2,86f3ab5a-ab07-57c5-9388-f04eabdfdaf1
5.99,132,1,24,24,6808.0,0.09,1,0,5,22,3.0,188,43,357,6,1,0,1,138,0,5,251,2,86f3ab5a-ab07-57c5-9388-f04eabdfdaf1
1.73,132,2,24,24,6808.0,0.09,1,0,5,22,3.0,188,43,357,6,2,0,1,138,0,5,251,2,86f3ab5a-ab07-57c5-9388-f04eabdfdaf1
0.03,417,2,16,16,3934.0,0.22,0,0,5,54,3.0,808,104,248,6,0,0,1,138,0,5,138,2,cc3b7e29-d14d-59dc-92ea-33f825d407cc
0.8,417,1,16,16,3934.0,0.22,0,0,5,54,3.0,808,104,248,6,0,0,1,138,0,5,138,2,cc3b7e29-d14d-59dc-92ea-33f825d407cc
2.95,417,2,16,16,3934.0,0.22,1,0,5,54,3.0,808,104,248,6,3,0,1,138,0,5,138,2,cc3b7e29-d14d-59dc-92ea-33f825d407cc
1.5,417,2,16,16,3934.0,0.22,1,0,5,54,3.0,808,104,248,6,1,1,1,138,0,5,138,2,cc3b7e29-d14d-59dc-92ea-33f825d407cc
4.99,417,2,16,16,3934.0,0.22,1,0,5,54,3.0,808,104,248,6,1,0,1,138,0,5,138,2,cc3b7e29-d14d-59dc-92ea-33f825d407cc
3.35,417,2,16,16,3934.0,0.22,1,0,5,54,3.0,808,104,248,6,2,0,1,138,0,5,138,2,cc3b7e29-d14d-59dc-92ea-33f825d407cc
0.02,302,2,0,0,1186.0,0.18,0,0,4,4,3.0,248,14,503,6,0,0,1,16,0,6,412,2,66555fc7-38c6-5c1d-863a-7642fe6e5e6d
1.15,302,1,0,0,1186.0,0.18,0,0,4,4,3.0,248,14,503,6,0,0,1,16,0,6,412,2,66555fc7-38c6-5c1d-863a-7642fe6e5e6d
0.56,302,2,0,0,1186.0,0.18,1,0,4,4,3.0,248,14,503,6,3,0,1,16,0,6,412,2,66555fc7-38c6-5c1d-863a-7642fe6e5e6d
0.33,302,2,0,0,1186.0,0.18,1,0,4,4,3.0,248,14,503,6,1,1,1,16,0,6,412,2,66555fc7-38c6-5c1d-863a-7642fe6e5e6d
1.29,302,2,0,0,1186.0,0.18,1,0,4,4,3.0,248,14,503,6,1,0,1,16,0,6,412,2,66555fc7-38c6-5c1d-863a-7642fe6e5e6d
0.85,302,2,0,0,1186.0,0.18,1,0,4,4,3.0,248,14,503,6,2,0,1,16,0,6,412,2,66555fc7-38c6-5c1d-863a-7642fe6e5e6d
0.02,76,2,24,24,2988.0,0.52,0,0,4,119,4.0,1310,74,281,7,0,0,2,16,0,6,173,2,eb609609-d23a-5122-ba01-9048da9f3cba
0.03,76,1,24,24,2988.0,0.52,0,0,4,119,4.0,1310,74,281,7,0,0,2,16,0,6,173,2,eb609609-d23a-5122-ba01-9048da9f3cba
0.18,76,2,24,24,2988.0,0.52,1,0,4,119,4.0,1310,74,281,7,3,0,2,16,0,6,173,2,eb609609-d23a-5122-ba01-9048da9f3cba
0.48,76,1,24,24,2988.0,0.52,1,0,4,119,4.0,1310,74,281,7,3,0,2,16,0,6,173,2,eb609609-d23a-5122-ba01-9048da9f3cba
0.1,76,1,24,24,2988.0,0.52,1,0,4,119,4.0,1310,74,281,7,1,1,2,16,0,6,173,2,eb609609-d23a-5122-ba01-9048da9f3cba
0.49,76,2,24,24,2988.0,0.52,1,0,4,119,4.0,1310,74,281,7,1,0,2,16,0,6,173,2,eb609609-d23a-5122-ba01-9048da9f3cba
0.34,76,2,24,24,2988.0,0.52,1,0,4,119,4.0,1310,74,281,7,2,0,2,16,0,6,173,2,eb609609-d23a-5122-ba01-9048da9f3cba
0.02,242,2,29,29,14552.0,0.45,0,0,4,141,5.0,816,134,387,8,0,0,2,16,0,7,287,2,f66bc103-f7d5-54f2-b713-78444647684c
0.34,242,1,29,29,14552.0,0.45,0,0,4,141,5.0,816,134,387,8,0,0,2,16,0,7,287,2,f66bc103-f7d5-54f2-b713-78444647684c
0.13,242,2,29,29,14552.0,0.45,1,0,4,141,5.0,816,134,387,8,3,0,2,16,0,7,287,2,f66bc103-f7d5-54f2-b713-78444647684c
